ano,mes,periodo,uf,estado,regiao,latitude,longitude,focos_queimada,area_desmatada_km2,precipitacao_mm,temperatura_media_c,indice_vegetacao_ndvi,risco_ambiental_score,nivel_risco,fonte_referencia
2024,9,2024-09,SC,Santa Catarina,Sul,-27.100591185648213,-51.10106710945132,243,19.85,68.6,22.7,0.613,19.8,Baixo,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2024,9,2024-09,SP,São Paulo,Sudeste,-21.774312214038453,-48.95261605405444,399,24.19,43.7,25.8,0.434,27.9,Moderado,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2024,9,2024-09,SE,Sergipe,Nordeste,-10.265045945889964,-37.92109288808636,725,53.55,42.8,30.0,0.403,42.3,Moderado,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2024,9,2024-09,TO,Tocantins,Norte,-9.39714637632114,-48.13727946525425,1698,203.74,76.1,28.2,0.707,70.8,Crítico,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2024,10,2024-10,AC,Acre,Norte,-8.534599204579044,-69.88504132278668,981,155.2,156.3,29.0,0.666,52.8,Alto,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2024,10,2024-10,AL,Alagoas,Nordeste,-9.273402412997353,-36.96736486508387,456,45.8,64.1,29.4,0.31,35.6,Moderado,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2024,10,2024-10,AP,Amapá,Norte,1.5895870293616288,-51.860841337154376,1026,165.38,121.4,29.3,0.655,56.0,Alto,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2024,10,2024-10,AM,Amazonas,Norte,-3.1871797706015994,-64.97144944030953,1193,183.47,78.6,29.6,0.65,62.4,Alto,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2024,10,2024-10,BA,Bahia,Nordeste,-12.680020334320284,-39.0757087129528,489,44.21,41.4,29.5,0.412,36.8,Moderado,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2024,10,2024-10,CE,Ceará,Nordeste,-5.2590876031165035,-39.50548174291039,415,45.22,61.7,30.9,0.423,37.1,Moderado,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2024,10,2024-10,DF,Distrito Federal,Centro-Oeste,-15.76364643419044,-47.5096338676015,967,95.47,75.2,28.9,0.587,48.3,Alto,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2024,10,2024-10,ES,Espírito Santo,Sudeste,-18.709219509192966,-40.388106980119694,224,31.99,48.9,24.0,0.527,23.2,Baixo,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2024,10,2024-10,GO,Goiás,Centro-Oeste,-15.953598226384443,-50.42068803416401,967,130.02,100.2,29.4,0.6,52.0,Alto,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2024,10,2024-10,MA,Maranhão,Nordeste,-5.226980118385836,-45.42473914376964,525,54.89,80.7,29.4,0.436,37.3,Moderado,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2024,10,2024-10,MT,Mato Grosso,Centro-Oeste,-12.85411918181685,-55.43296287896695,1317,136.91,74.2,27.5,0.486,56.5,Alto,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2024,10,2024-10,MS,Mato Grosso do Sul,Centro-Oeste,-20.24398041270864,-54.51114608647292,833,98.46,37.0,28.0,0.476,46.3,Alto,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2024,10,2024-10,MG,Minas Gerais,Sudeste,-18.756310364376013,-44.33974087229841,231,25.55,46.8,25.8,0.573,25.2,Moderado,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2024,10,2024-10,PA,Pará,Norte,-4.068609049881221,-52.103397501490484,1454,238.62,122.2,28.1,0.661,69.2,Crítico,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2024,10,2024-10,PB,Paraíba,Nordeste,-7.691098886689581,-36.10444758005192,463,63.51,45.9,28.9,0.346,37.5,Moderado,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2024,10,2024-10,PR,Paraná,Sul,-24.838622445805058,-50.9857227801106,170,17.66,36.4,22.4,0.502,18.9,Baixo,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2024,10,2024-10,PE,Pernambuco,Nordeste,-8.353895583589692,-35.41551283450291,502,50.15,32.9,27.8,0.389,35.5,Moderado,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2024,10,2024-10,PI,Piauí,Nordeste,-7.555320772650707,-43.111639677104996,456,52.27,43.3,29.0,0.438,36.4,Moderado,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2024,10,2024-10,RJ,Rio de Janeiro,Sudeste,-21.916402178130365,-42.559506542179356,347,29.25,62.9,26.1,0.512,27.5,Moderado,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2024,10,2024-10,RN,Rio Grande do Norte,Nordeste,-5.882840900045388,-36.63498812900363,434,54.03,29.0,29.6,0.427,37.5,Moderado,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2024,10,2024-10,RS,Rio Grande do Sul,Sul,-29.727002255697357,-53.803161196875074,136,15.56,79.3,21.8,0.472,16.0,Baixo,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2024,10,2024-10,RO,Rondônia,Norte,-10.5082960392365,-62.98979618868496,1320,195.82,89.6,30.1,0.613,66.2,Crítico,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2024,10,2024-10,RR,Roraima,Norte,1.9429919404853082,-61.046217104394074,968,185.45,104.6,28.9,0.693,57.2,Alto,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2024,10,2024-10,SC,Santa Catarina,Sul,-27.055653202110346,-51.33183825057532,179,13.19,110.3,20.4,0.586,13.6,Baixo,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2024,10,2024-10,SP,São Paulo,Sudeste,-21.73139193885814,-48.301510666223514,238,20.38,58.0,25.3,0.542,23.8,Baixo,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2024,10,2024-10,SE,Sergipe,Nordeste,-10.00454601175812,-37.88202210515797,437,50.51,20.6,28.9,0.482,36.4,Moderado,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2024,10,2024-10,TO,Tocantins,Norte,-9.625843771474822,-48.265058294807396,1028,166.56,124.8,28.1,0.702,54.4,Alto,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2024,11,2024-11,AC,Acre,Norte,-8.899503860458744,-70.64057862193349,559,77.52,194.5,27.7,0.725,34.6,Moderado,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2024,11,2024-11,AL,Alagoas,Nordeste,-9.159406376844675,-36.65062523273067,321,31.46,82.1,29.2,0.462,31.1,Moderado,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2024,11,2024-11,AP,Amapá,Norte,1.4600300831672972,-51.163619750180224,549,94.47,151.4,26.9,0.664,36.4,Moderado,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2024,11,2024-11,AM,Amazonas,Norte,-3.7457243131678837,-65.31729665938788,829,104.95,230.1,26.4,0.7,39.1,Moderado,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2024,11,2024-11,BA,Bahia,Nordeste,-12.876263597561099,-37.784071065587504,212,21.73,55.8,29.2,0.421,29.0,Moderado,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2024,11,2024-11,CE,Ceará,Nordeste,-5.630342358058346,-39.356155271867216,208,12.41,82.2,29.5,0.588,27.6,Moderado,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2024,11,2024-11,DF,Distrito Federal,Centro-Oeste,-15.666307389882098,-47.47997478627123,430,56.65,190.2,26.0,0.624,28.0,Moderado,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2024,11,2024-11,ES,Espírito Santo,Sudeste,-18.972449838550382,-40.46936361761527,167,17.08,107.4,24.8,0.531,20.1,Baixo,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2024,11,2024-11,GO,Goiás,Centro-Oeste,-15.538327474750103,-50.177006305301916,511,58.79,155.0,27.2,0.512,32.2,Moderado,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2024,11,2024-11,MA,Maranhão,Nordeste,-5.050380116826882,-45.36186638005479,260,28.81,108.1,26.9,0.653,25.8,Moderado,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2024,11,2024-11,MT,Mato Grosso,Centro-Oeste,-12.608646761560664,-55.48906844710756,629,81.94,141.0,27.7,0.641,37.7,Moderado,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2024,11,2024-11,MS,Mato Grosso do Sul,Centro-Oeste,-20.280434728214587,-54.47184233184843,457,55.51,155.2,27.7,0.448,31.7,Moderado,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2024,11,2024-11,MG,Minas Gerais,Sudeste,-17.957531699506415,-44.72007985708945,147,13.03,138.9,25.4,0.507,19.3,Baixo,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2024,11,2024-11,PA,Pará,Norte,-3.536216474603201,-52.29933759950976,656,110.26,243.9,28.6,0.758,39.5,Moderado,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2024,11,2024-11,PB,Paraíba,Nordeste,-6.812093653479628,-35.42699312736044,221,30.66,99.2,29.2,0.545,28.9,Moderado,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2024,11,2024-11,PR,Paraná,Sul,-25.126312396241033,-51.600581534750425,107,8.95,119.6,20.7,0.539,12.1,Baixo,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2024,11,2024-11,PE,Pernambuco,Nordeste,-8.565981020873867,-34.83926401604866,214,26.1,57.1,28.8,0.48,28.9,Moderado,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2024,11,2024-11,PI,Piauí,Nordeste,-7.419683805323888,-42.797839148570475,292,18.1,74.8,28.0,0.428,27.7,Moderado,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2024,11,2024-11,RJ,Rio de Janeiro,Sudeste,-22.152918071714634,-42.18376949145647,157,8.95,128.8,23.6,0.553,16.8,Baixo,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2024,11,2024-11,RN,Rio Grande do Norte,Nordeste,-5.736619204653881,-36.76207266497122,191,9.4,89.5,30.0,0.548,27.5,Moderado,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2024,11,2024-11,RS,Rio Grande do Sul,Sul,-29.204118986381125,-53.36265441148743,103,7.07,154.4,21.2,0.638,11.6,Baixo,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2024,11,2024-11,RO,Rondônia,Norte,-11.013430939277107,-63.2866757947882,609,101.0,143.9,27.2,0.707,38.7,Moderado,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2024,11,2024-11,RR,Roraima,Norte,2.0443167393506427,-61.041215607366325,477,107.21,211.1,27.8,0.712,36.1,Moderado,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2024,11,2024-11,SC,Santa Catarina,Sul,-27.61667730574063,-50.64396378675055,75,7.7,134.4,19.7,0.535,9.7,Baixo,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2024,11,2024-11,SP,São Paulo,Sudeste,-22.226127613526376,-48.69712317771013,143,13.8,133.3,24.5,0.571,18.2,Baixo,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2024,11,2024-11,SE,Sergipe,Nordeste,-10.23211088039309,-37.01735424736783,223,12.98,84.6,29.7,0.531,28.1,Moderado,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2024,11,2024-11,TO,Tocantins,Norte,-9.038640446990915,-48.30880619648835,596,94.03,187.6,27.5,0.764,36.9,Moderado,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2024,12,2024-12,AC,Acre,Norte,-8.962687897322054,-70.97724934906995,458,77.41,350.1,26.6,0.604,26.9,Moderado,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2024,12,2024-12,AL,Alagoas,Nordeste,-9.46483397413621,-36.56222749958481,227,27.09,127.3,29.8,0.498,28.6,Moderado,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2024,12,2024-12,AP,Amapá,Norte,0.8661844318943774,-51.483738619691245,445,105.66,324.3,28.3,0.671,32.9,Moderado,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2024,12,2024-12,AM,Amazonas,Norte,-2.895064466360413,-65.41521725712674,642,75.81,294.2,28.7,0.665,34.3,Moderado,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2024,12,2024-12,BA,Bahia,Nordeste,-12.945678288611498,-38.86076560952351,248,22.62,143.7,28.2,0.471,25.8,Moderado,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2024,12,2024-12,CE,Ceará,Nordeste,-5.2668597169100595,-38.68558460243548,283,24.84,130.8,27.8,0.339,26.4,Moderado,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2024,12,2024-12,DF,Distrito Federal,Centro-Oeste,-16.243284485358096,-47.4699874068659,536,57.75,193.7,27.2,0.64,31.4,Moderado,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2024,12,2024-12,ES,Espírito Santo,Sudeste,-18.98286505319052,-40.46391424882936,186,18.53,188.2,24.6,0.587,18.0,Baixo,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2024,12,2024-12,GO,Goiás,Centro-Oeste,-15.922333705567219,-49.84218930435039,430,60.46,235.7,26.2,0.529,27.3,Moderado,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2024,12,2024-12,MA,Maranhão,Nordeste,-5.7099739586730855,-45.476139166052164,297,33.98,130.9,29.8,0.392,30.4,Moderado,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2024,12,2024-12,MT,Mato Grosso,Centro-Oeste,-13.081057667810404,-55.635726492813816,495,76.06,238.3,27.2,0.623,31.4,Moderado,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2024,12,2024-12,MS,Mato Grosso do Sul,Centro-Oeste,-20.4237233275488,-54.365622388026125,438,53.95,229.5,27.6,0.549,28.9,Moderado,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2024,12,2024-12,MG,Minas Gerais,Sudeste,-18.181906950687445,-44.216774568943784,182,19.96,158.0,24.0,0.481,18.1,Baixo,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2024,12,2024-12,PA,Pará,Norte,-3.0586614474068297,-53.04268135949132,894,120.68,315.1,27.9,0.684,41.5,Moderado,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2024,12,2024-12,PB,Paraíba,Nordeste,-7.123137088616843,-35.069503033863214,258,40.47,134.4,28.4,0.46,28.4,Moderado,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2024,12,2024-12,PR,Paraná,Sul,-24.684006355580248,-52.10934352315931,54,12.04,184.0,20.6,0.556,9.6,Baixo,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2024,12,2024-12,PE,Pernambuco,Nordeste,-8.130939477832436,-35.06329827790449,270,40.47,113.1,28.8,0.444,29.8,Moderado,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2024,12,2024-12,PI,Piauí,Nordeste,-8.162645535254907,-43.0647527318863,221,31.01,162.5,28.4,0.52,26.0,Moderado,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2024,12,2024-12,RJ,Rio de Janeiro,Sudeste,-22.687642706889402,-42.448419635775615,179,21.22,186.5,24.3,0.55,17.8,Baixo,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2024,12,2024-12,RN,Rio Grande do Norte,Nordeste,-5.833146415119037,-35.85509737379172,289,25.22,127.0,28.8,0.456,28.0,Moderado,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2024,12,2024-12,RS,Rio Grande do Sul,Sul,-30.3972805634125,-53.037543588704445,85,8.29,203.9,21.4,0.57,10.3,Baixo,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2024,12,2024-12,RO,Rondônia,Norte,-10.553281040293031,-64.02953633619914,803,90.12,256.3,28.6,0.692,39.4,Moderado,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2024,12,2024-12,RR,Roraima,Norte,1.8475372904756269,-61.08978854006515,649,63.08,355.0,27.8,0.678,30.0,Moderado,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2024,12,2024-12,SC,Santa Catarina,Sul,-27.413475421866874,-51.2645744169131,91,10.16,271.0,19.5,0.669,6.0,Baixo,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2024,12,2024-12,SP,São Paulo,Sudeste,-22.697911491518045,-48.794231131746116,95,12.45,198.3,24.5,0.633,15.4,Baixo,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2024,12,2024-12,SE,Sergipe,Nordeste,-10.500368148621227,-37.297141506893276,193,30.24,148.2,28.3,0.337,25.7,Moderado,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2024,12,2024-12,TO,Tocantins,Norte,-10.082505654402281,-48.148121860928356,628,113.68,286.5,28.3,0.796,37.8,Moderado,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,1,2025-01,AC,Acre,Norte,-8.758046653879191,-70.93053607860197,483,80.5,340.4,27.6,0.693,29.3,Moderado,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,1,2025-01,AL,Alagoas,Nordeste,-10.17403235507671,-37.01714762831748,216,33.86,116.4,29.3,0.505,28.8,Moderado,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,1,2025-01,AP,Amapá,Norte,1.3219613898844265,-51.97912856814208,713,72.6,309.6,28.3,0.773,34.1,Moderado,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,1,2025-01,AM,Amazonas,Norte,-3.7606555422947983,-64.91712006315699,784,131.35,364.4,28.0,0.686,39.6,Moderado,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,1,2025-01,BA,Bahia,Nordeste,-13.309321219560045,-38.64438994518332,252,34.75,144.5,27.5,0.538,26.1,Moderado,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,1,2025-01,CE,Ceará,Nordeste,-5.012923023031807,-39.21932060094416,276,41.97,182.8,29.2,0.47,28.6,Moderado,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,1,2025-01,DF,Distrito Federal,Centro-Oeste,-15.68244468628494,-47.56637082483564,471,84.39,205.1,27.7,0.647,33.6,Moderado,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,1,2025-01,ES,Espírito Santo,Sudeste,-19.029779496846842,-39.753927648328364,156,14.99,156.2,25.1,0.593,18.7,Baixo,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,1,2025-01,GO,Goiás,Centro-Oeste,-15.6828142612399,-49.962888431682465,507,71.24,174.5,27.0,0.648,32.7,Moderado,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,1,2025-01,MA,Maranhão,Nordeste,-5.244766997516576,-45.42257920948666,304,25.08,128.8,29.5,0.512,29.2,Moderado,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,1,2025-01,MT,Mato Grosso,Centro-Oeste,-12.824112194933655,-56.17367002195494,673,74.57,216.0,27.7,0.637,35.5,Moderado,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,1,2025-01,MS,Mato Grosso do Sul,Centro-Oeste,-20.139022265583684,-54.32404791764816,591,55.37,179.8,27.9,0.588,33.4,Moderado,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,1,2025-01,MG,Minas Gerais,Sudeste,-18.049814036430213,-45.00168233151442,177,10.46,204.3,25.0,0.53,17.0,Baixo,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,1,2025-01,PA,Pará,Norte,-4.010242187792476,-51.94319530152922,884,109.97,275.8,26.7,0.791,39.6,Moderado,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,1,2025-01,PB,Paraíba,Nordeste,-7.25190055377171,-35.49399362095152,240,19.16,116.9,29.7,0.471,28.1,Moderado,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,1,2025-01,PR,Paraná,Sul,-25.03471280639315,-51.458901822695985,103,11.75,257.5,20.7,0.507,8.4,Baixo,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,1,2025-01,PE,Pernambuco,Nordeste,-8.545473367145023,-35.15064024997202,221,23.78,139.7,28.7,0.482,26.3,Moderado,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,1,2025-01,PI,Piauí,Nordeste,-8.233785239281527,-42.95750837704241,223,35.16,150.5,27.3,0.429,25.3,Moderado,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,1,2025-01,RJ,Rio de Janeiro,Sudeste,-22.225729482037313,-42.91260814366804,172,11.86,159.9,23.9,0.561,16.9,Baixo,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,1,2025-01,RN,Rio Grande do Norte,Nordeste,-6.264853432924658,-36.29959365374229,272,26.31,130.1,30.1,0.554,29.6,Moderado,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,1,2025-01,RS,Rio Grande do Sul,Sul,-30.491125987354994,-53.14381848660477,108,7.27,241.4,22.2,0.518,10.6,Baixo,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,1,2025-01,RO,Rondônia,Norte,-10.463438802682493,-62.930643502650284,727,118.0,340.2,28.3,0.657,38.3,Moderado,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,1,2025-01,RR,Roraima,Norte,1.9682331440502412,-60.93647632404532,570,90.34,269.0,28.4,0.761,35.0,Moderado,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,1,2025-01,SC,Santa Catarina,Sul,-27.37114222728567,-51.07933442509168,89,10.66,194.3,20.9,0.57,10.2,Baixo,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,1,2025-01,SP,São Paulo,Sudeste,-21.70649107245833,-49.242291943286965,139,16.81,170.0,23.5,0.646,16.0,Baixo,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,1,2025-01,SE,Sergipe,Nordeste,-10.84431798295524,-37.69168936831069,296,26.58,138.4,29.0,0.467,28.2,Moderado,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,1,2025-01,TO,Tocantins,Norte,-8.939463845632426,-48.46301863447951,530,79.98,324.7,27.4,0.768,30.2,Moderado,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,2,2025-02,AC,Acre,Norte,-8.60121286656177,-70.98318184781455,558,91.5,345.2,28.0,0.771,32.2,Moderado,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,2,2025-02,AL,Alagoas,Nordeste,-9.643259836852776,-36.4044576832819,304,35.15,122.4,28.8,0.518,29.5,Moderado,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,2,2025-02,AP,Amapá,Norte,1.3291967691543307,-51.26135876783764,831,76.29,274.7,28.2,0.77,37.2,Moderado,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,2,2025-02,AM,Amazonas,Norte,-3.738329805724172,-65.292344997568,506,111.56,304.2,29.3,0.84,36.5,Moderado,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,2,2025-02,BA,Bahia,Nordeste,-12.964843211132983,-38.75140472092246,271,23.73,133.6,28.8,0.374,27.4,Moderado,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,2,2025-02,CE,Ceará,Nordeste,-5.297916058973542,-39.2533698363819,242,38.57,114.7,29.4,0.465,29.9,Moderado,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,2,2025-02,DF,Distrito Federal,Centro-Oeste,-16.20980268429523,-48.14889368549263,526,68.76,222.2,27.1,0.576,31.5,Moderado,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,2,2025-02,ES,Espírito Santo,Sudeste,-18.998457320917712,-40.147890657638925,262,21.34,151.0,23.7,0.577,19.3,Baixo,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
2025,2,2025-02,GO,Goiás,Centro-Oeste,-16.06042987070132,-50.15799225199111,486,61.11,207.4,27.4,0.488,30.8,Moderado,Dataset sintético acadêmico inspirado em INPE/BDQueimadas/NASA EarthData/MapBiomas
